sentence	type	point
áo đẹp vải mặc mát positive nói chung rất ok positive positive	POS	5
gấu lông mềm cửa hàng phục vụ rất tốt rất đáng tiền positive positive	POS	5
duong may hoi au cac diem doi xung không bang nhau bi lech ph hop gia tien positive	NEG	2
siêu đẹp luôn nè positive positive positive	POS	5
chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh cửa hàng phục vụ rất tốt positive positive positive	POS	5
sẽ đặt mua ủng hộ cửa hàng tiếp	POS	5
tã rất nhanh đầy	NEG	2
địu nhẹ	POS	4
áo mặc dễ thương positive	POS	4
ông chủ tận tâm sản phẩm ok có điều nên để kích thước thi nhung ng mập như minh dễ lựa chọn positive	POS	4
sẽ ủng hộ cửa hàng lần sau	POS	4
ngoại trừ chuyển phát xa nên hơi lâu nhưng bù lại sản phẩm đúng hình chất lượng ok cửa hàng nhiệt tình nagative positive positive positive positive	POS	4
trong khi người cần dùng những sản phẩm này là phụ nữ sau sinh	NEU	3
hàng rất đẹp giờ bầu tháng cuối mặc áo hơi chật chắc đẻ xong mặc vừa vẫn đánh giá cho cửa hàng 5star positive nagative	POS	5
hàng tốt xài ok giao hàng nhanh mn ủng hộ cửa hàng nha positive positive	POS	5
chân váy dài qua gối khoảng 15cm mình cao 1m58 vải hơi mỏng ạ nagative	NEG	2
dép thì cũng ok mà cửa hàng giao thiếu giao những cái mình hk đặt nữa chứ positive nagative	NEG	2
mở ra nhăn nhó tiền nao of nấy	NEG	2
phần cúc áo bị co rúm nagative	NEG	2
đặt khăn 60x1m2 thì cửa hàng lại giao khăn 45x1m	NEG	2
hàng đẹp y hình positive	POS	5
màu vàng đục và xấu không như màu trong ảnh nagative	NEU	3
cảm ơn cửa hàng positive	POS	4
một bên mũi giày dán keo hơi bị dúm nagative	NEG	2
giao hàng hơi lâu nhưng mình hoàn toàn hài lòng cảm ơn cửa hàng nagative positive positive	POS	4
chất lượng sản phẩm tuyệt vời positive positive	POS	5
chất đẹp mỗi tội may hơi tiết kiệm vải ngắn quá trời positive positive nagative	NEG	2
form giống hình	NEU	3
sản phẩm y hình giao hàng nhah	POS	4
giao hàng lại nhanh nữa	POS	4
rất đáng tiềnvải đẹp nè đáng tiền positive	POS	5
thời gian giao hàng rất nhanh cửa hàng phục vụ rất tốt positive	POS	5
thời gian giao hàng rất nhanh mẫu giống hình đẹp positive	POS	4
cỡ hơi nhỏ	NEG	2
mua cửa hàng vài lần hàng đẹp mịn positive positive	POS	4
cửa hàng phục vụ rất tốt positive	POS	5
xé 2 bên thùng sữa ra để ly vào trong để sữa ra hai bên thùng sữa đã mở	NEU	3
đầm đẹp hơi rộng giao hàng nhanh positive	POS	4
e còn canh được mã giảm gia 228k 1 cái áo ấm chất lượng khỏi bàn positive positive	POS	5
làm ăn không uy tín positive	NEG	1
cửa hàng ơi sao cửa hàng tính tiền giao hàng của e hết 111k lun vậy cửa hàng đáng lý là 60k thôi cửa hàng ạ	NEU	3
đêm bình thường không dày lắm	NEU	3
thời gian giao hàng tạm được giá cả chấp nhận được positive positive	POS	4
nhưng mở ra cũng bể vụn nhìu nagative	NEG	1
áo màu xanh phù hợp với người 40 tuổi trở lên còn trẻ đừng chọn vì màu hơi tối positive	NEU	3
y hình	NEU	3
bộ này phù hợp cho những bạn dưới 1m62 thôi chứ cao nữa mặc sẽ bị cộc positive nagative	NEU	3
sản phẩm rất hợp ý cửa hàng làm vừa lòng người mua	POS	5
nguyên seal	POS	4
mua lần 2 vì thích quá positive positive	POS	5
mk đặt hàng hôm qua trưa hôm sau đã nhận được hàng luôn rồi nè positive	POS	4
đẹp quá áo đẹp positive positive	POS	5
chả ai đi lấy 3 bộ 1 màu cả em hiểu ko	NEU	3
cai nao cung ung y het tron	POS	5
sản phẩm notpos  như quả ng cáo	NEU	3
áo trắng bẩn xấu chất liệu sao khác voi 2 áo nagative chất lượng sản phẩm rất kém nagative positive	NEG	1
áo đẹp lắm vừa nhận cái mặc luôn positive	POS	4
sản phẩm ok positive	POS	4
giày đẹp lắm positive	POS	5
nói chung với giá này thì tạm ổn positive	NEU	3
tuy rất tiếc vì notpos nhận  hàng do lỗi của đơn vị vận chuyển nhưng vẫn đánh gia 5 star do cửa hàng phục vụ quá tốt nagative positive	POS	5
cổ và tay nhỏ hơn hình mẫu	NEG	2
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền thời gian giao hàng rất nhanh cửa hàng phục vụ notpos  positive positive positive positive positive positive	POS	5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn và sẽ còn ủng hộ nhiều positive positive positive positive positive	POS	5
màu sắc hơi đậm hơn trong hình một tí nhưng ổn positive	NEU	3
hơi rộng có cỡ thì tốt positive	NEU	3
đơn 115k lấy 198k	NEG	1
đóng gói sản phẩm rất đẹp và chắc chắn positive positive	POS	5
đẹp xuất sắc đã mua lần thứ 2 và vẫn thấy cửa hàng rất ok vẫn chuẩn hàng chất lượng positive positive positive positive	POS	5
bên ngoài còn đẹp hơn trong ảnh cửa hàng tư vấn nhiệt tình positive positive	POS	5
đóng gói sản phẩm chắc chắn thời gian giao hàng nhanh chất lượng sản phẩm tạm được positive positive positive	POS	4
chủ cửa hàng rất tử tế khi cho mình hoàn hàng với lý do không vừa ý cực kì ưng nên vẫn quay lại ủng hộ cửa hàng lần này chỉ mua quần thui và cực kì hài lòng positive  chúc cửa hàng luôn buôn may bán đắt positive positive positive nagative	POS	5
sẽ ủng hộ cửa hàng n	POS	5
vải đẹp positive	POS	4
có xác thực	POS	4
cửa hàng up hinh ít quá nhận hàng chỉ có vài cái	POS	4
mình đặt cỡ s mà nhận được cỡ mình cửa hàng ơi nhưng hàng vẫn tốt như lần đầu tiên đặt đóng gói sản phẩm rất đẹp và chắc chắn positive positive positive positive	POS	4
cảm ơn cửa hàng positive	POS	4
phí tiền	NEG	1
dùng rất thích mà giá lại rẻ nữa positive	POS	4
chất len lại đẹp và dày dặn nữa positive	POS	4
hàng da mềm hàng đẹp giá tốt positive positive positive	POS	4
rất không đáng tiền	NEG	1
có điều đường may hơi đơn giản nên mới mặc đã bung hết 1 cái positive	NEG	2
bộ giống như hình đăng nhưng vải quá mỏng giá 165k cho sản phẩm này thì hơi cao rồi nagative	NEG	2
giấy đểu nagative	NEG	1
lúc nào cũng 5star	POS	5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền positive  positive  positive  positive positive positive positive positive	POS	5
cổ áo hơi rộng đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt positive positive positive	POS	4
chất lượng được nhưng hơi mỏng positive positive nagative	NEU	3
soạn hàng đúng nữa positive	POS	4
từ ngày 7 9 hnay là 22 9 rồi	NEU	3
sản phẩm chất dày dặn	POS	4
giá cả hợp lý positive	POS	4
cỡ s mac rộng thênh thang	NEG	2
rất ok phuˋ hợp giá tiền positive	POS	5
đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt positive positive positive positive positive positive	POS	5
cho cửa hàng 1 1star lun vi chất lieu vai rat đẹp min vo cung minh rat thich nagative positive	POS	5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền positive positive positive positive positive	POS	5
keo tốt giảm khoảng 5 độ positive	POS	4
chất luong toi dat hang nay dua hang kia bi hoai het cửa hàng nay toi cửa hàng khac ai dam len mua hang mua	NEG	1
mình 40 không mà mặc bó sát luôn cổ áo chật nên bị bó vào cổ khó chịu nagative nagative nagative	NEG	2
hang ok positive	POS	4
giao sai màu nhắn tin cửa hàng không trả lời luôn nagative	NEG	1
áo không trắng mấy	NEG	2
bộ này duoi 45ki mặc đẹp positive	NEU	3
100diem positive positive positive positive positive positive	POS	5
rất đáng tiền thời gian giao hàng rất nhanh	POS	4
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng tư vấn lịch sự và rất dễ thương positive positive positive positive positive positive	POS	5
thời gian giao hàng rất lâu từ ngày 31 8 đến ngày 11 9 mới giao nagative	NEG	1
chất lượng sản phẩm tuyệt vời rất đáng tiền rất đáng tiền positive positive	POS	5
chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh positive positive	POS	5
giao hàng nhanh	POS	4
chưa đến 100k được cả áo cả quần yêu quá positive positive positive	POS	4
rất xấu nagative	NEG	1
chất lượng sản phẩm tuyệt vời chủ cửa hàng nhiệt tình chu đáo positive positive positive positive	POS	5
sản phẩm rất kém không giống với mô tả	NEG	1
chất lượng áo ổn tương xứng với giá tiền positive positive	POS	4
với giá thành như vậy là quá rẻ cảm ơn cửa hàng positive	POS	5
cảm ơn chị cửa hàng dể thương nha positive	POS	5
giày nam lên 2 cỡ so với bình thường	NEG	2
cửa hàng phục vụ rất tốt positive	POS	5
màu kem bị dính màu chưa giặt mà đã ra màu cỡ đó rồi nagative	NEG	2
tự nhiên lại lộ đường chỉ may màu xanh trên cạp váy màu đen positive	NEG	2
đóng gói sản phẩm rất đẹp và chắc chắn positive positive	POS	5
áo giống hình vải đẹp hơi ngắn positive nagative	POS	4
đo gói đẹp positive	POS	4
giày đẹp cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh positive positive	POS	5
cảm ơn cửa hàng positive	POS	4
chất len xịn cửa hàng nhiệt tình positive positive	POS	5
rất đáng tiền	POS	5
ao may rat đẹp vai mac rat miem mai cam thay rat thich ao chất luong lam cam on cửa hàng positive positive	POS	5
cửa hàng phục vụ rất tốt positive positive	POS	5
giao hàng rất nhanh	POS	4
đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền thời gian giao hàng rất nhanh positive positive	POS	5
áo hơi ngắn nagative	NEG	2
túi rất thời trang và rẻ	POS	5
đóng gói đẹp hàng đẹp positive positive	POS	4
rất hài lòng positive	POS	5
sẽ ủng hộ cửa hàng nhiều	POS	5
cửa hàng nên chỉnh lại	NEU	3
ưng lắm luôn positive	POS	4
chất y hình	POS	4
áo rất đẹp positive	POS	4
ai đặt cỡ s thì hãy đặt cỡ lớn hơn chút	NEU	3
áo hơi dài màu sắc và vải ok cửa hàng tư vấn nhiệt tình chủ cửa hàng dễ thương positive positive positive	POS	4
đóng gói sản phẩm rất đẹp và chắc chắn positive positive	POS	4
chất lượng sản phẩm tuyệt vời positive positive	POS	5
lại còn thơm nữa	POS	4
đặt chục cái mà cho nguyên 1 màu sữa đúng màu mình ghét positive nagative	NEG	1
chất lượng sản phẩm tuyệt vời positive positive	POS	5
sản phẩm y hình	NEU	3
sim mình vừa bị khoá tại sao vậy nagative	NEU	3
chỉ có điều khâu đặt hàng làm trải nghiệm của mình không vui lắm dù mình hiểu là cửa hàng cũng đã cố gắng r	NEG	1
bỉm dùng thích thật sự positive	POS	5
còn có cả vạch bút dạ nên notpos làm  đi được positive	NEG	2
tay không dài như mog đợi	NEG	2
ưng lắm cửa hàng ơi positive  positive	POS	4
rất đáng tiền áo rất đẹp positive positive positive	POS	5
chất lượng sản phẩm tuyệt vời giao nhanh positive positive	POS	5
hàng rẻ hơn các cửa hàng khác	POS	4
chất lượng vẫn ok bao nạc không nhiều mỡ thích hợp mình ăn kiêng das hoặc keto positive positive positive	POS	4
khá ok positive	POS	4
chủ cửa hàng rất nhiệt tình trong quá trình mua hàng có một chút trục trặc nhưng cửa hàng đã rất nhiệt tình hướng dẫn mình positive nagative positive	POS	5
chất lượng sản phẩm không như hình đăng bán notpos   sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn positive positive positive positive	NEU	3
đúng chính hãng positive	POS	4
áo quá bé cổ áo cực bé chui đầu qua khó nagative	NEG	2
chất mền mịn cửa hàng tư vấn cỡ chuẩn mặc lên rất tôn dáng sẽ ủng hộ cửa hàng tiếp nhé positive positive	POS	5
chất mịn kiểu dáng đẹp lắm ạ positive positive	POS	5
rộng b ạ chất đẹp positive	POS	4
nhưng 1 lỗi đó là hình trên cửa hàng e là áo tay lỡ nhưng hàng giao thì ống tay ngắn hơi thất vọng chút nagative nagative nagative	NEG	2
cảm thấy thất vọng nagative	NEG	1
san phẩm y nhu hinh noi chung tốt positive	POS	4
không đáng tiền bị méo nhg may không giống những cái còn lại không bắt trả hàng là may rồi đó cửa hàng rất không đáng tiền nagative positive positive	NEG	1
đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh positive positive	POS	5
trả lời tn lâu thôi ạ nagative	NEG	2
chất lượng sản phẩm tuyệt vời cam on c nha positive positive	POS	5
thời gian giao hàng thì rất nhanh đồ thì đẹp nhưng chỉ trừ lưng quần thì hơi rộng giao đúng cỡ đúng màu positive positive positive	NEU	3
chất liệu xấu không giống mẫu nagative	NEG	2
áo from bé và mỏng nagative	NEU	3
thun tốt positive	POS	4
áo y hình dày dặn chất thích positive	POS	5
chất lượng sản phẩm tuyệt vời positive positive	POS	5
chất vải co giãn mặc thoải mái positive	POS	5
vải nóng đường nút thì quá thưa chỉ thì may ẩu tả sót quá nhiều đã zậy dat so 9 11 lai giao 10 11 positive	NEG	2
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền giao hàng hơi chậm positive positive positive positive positive nagative	POS	5
đóng gói sản phẩm chắc chắn chất thun mỏng positive nagative	POS	4
rất ưng sản phẩm positive positive positive positive	POS	5
k đẹp như hình ảnh positive	NEG	2
thích lắm cửa hàng ạ rất đáng tiền thời gian giao hàng rất nhanh vừa đặt xong 2 ngày sau đã có hàng positive	POS	4
chất lượng sản phẩm notnag  positive	NEG	2
giầy đẹp rất đáng tiền cửa hàng phục vụ rất tốt nhưng sao mình notpos  tặng móc khoá positive positive	POS	4
cảm ơn cửa hàng đã cho mình niềm tin mua hàng trên mạng positive	POS	5
vừa ý	POS	4
đóng gói sản phẩm rất đẹp và chắc chắn positive positive	POS	5
thời gian giao hàng rất nhanh rất đáng tiền thời gian giao hàng rất nhanh thiêu mât 1 chiếc áo vang rôi cửa hàng ạ	NEU	3
đóng gói sản phẩm chắc chắn hơi nhỏ so với hình cửa hàng phục vụ khá tốt positive positive	POS	5
mình notpos  màu son và mùi lắm nagative	NEG	2
chi tiết màu đen bị ra màu rất nhiều khi giặt nagative	NEG	2
màu rất yêu notnag  bột uống nước không rây ra cốc positive positive	POS	4
hàng rất tốt rất đẹp positive positive positive	POS	5
vải ok quần đáy ngắn nên mặc bầu notpos  lắm positive nagative	POS	4
áo ra lông quá	NEG	2
cam on cửa hàng nhieu lam nạ	POS	5
thời gian giao hàng rất nhanh rất đáng tiền	POS	4
sản phẩm đẹp hợp lý về giá positive positive	POS	4
tốt hơn meries positive	POS	5
chất lượng sản phẩm rất kém positive	NEG	1
chất lượng tốt giá hạt dẻ và cửa hàng cũng nhiệt tình lắm positive positive positive	POS	4
đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh positive positive positive positive	POS	5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt và nhiệt tình positive positive positive positive positive positive	POS	5
chất vải dày dặn	NEU	3
thêm thái độ của người bán hàng chua ngoa đanh đá	NEG	1
sản phẩm được bh 24t và dịch vụ bh ở tq hãng này khá ổn positive positive	POS	4
đẹp hơn mình nghĩ positive	POS	5
nhìn mẫu mặc đẹp mà không nghĩ mình vừa đẻ xong cứ nghĩ ng nhỏ như mẫu positive mặc lên trông thật thảm tiếc quá positive	NEG	2
nhưng tới 2 đôi trắng	NEG	2
chất lượng sản phẩm tuyệt vời rất đáng tiền thời gian giao hàng rất nhanh đẹp xức xắc nha cửa hàng ơi positive  positive  positive  positive positive positive	POS	5
ncl mua với giá 69k đợt flash sale thì được bộ ntn là ổn r positive positive	POS	4
quần không co giãn	NEG	2
nhẹ không rít mặt rất mỏng thoáng nên làm kem lót trang điểm ok notnag  dày bịch như các kcn khác nagative positive	POS	4
sản phẩm tốt so với giá tiền positive	POS	4
cửa hàng phục vụ rất tốt rất đáng tiền positive	POS	5
ao day min đẹp rat ok so voi gia tien positive positive	POS	4
chất lượng sản phẩm tuyệt vời rất đẹp còn bền positive positive positive	POS	5
tất len đẹp lắm cửa hàng cứ tưởng chân mình to không vừa nhưng đi thử thấy vừa in đên mắt cá chân giao hàng nhanh đóng gói chắc chắn positive positive	POS	4
quần mềm giãn tốt mặc dễ chịu positive positive	POS	5
quá đẹp lông mượt ấm rất thích positive positive positive	POS	4
bán hàng không có tâm thiếu trung thực nagative positive	NEG	1
đa dạng	POS	4
sản phẩm đẹp positive	POS	4
váy đẹp chất lượng sản phẩm tuyệt vời positive positive positive	POS	5
áo đẹp váy cũng đẹp luôn positive positive	POS	4
áo đẹp chất lượng tốt 5star cho cửa hàng positive positive positive positive	POS	5
sản phẩm đẹp mê ly chủ cửa hàng nhiệt tình chọn màu theo yêu cầu sẽ ủng hộ cửa hàng dài dài positive positive	POS	5
gửi sai màu nagative	NEG	1
rất đáng giá	POS	4
giao hàng mất có 1 ngày	POS	4
mà sao mua đồ ở cửa hàng này notpos  tặng xu nhỉ	NEU	3
ren không giống trong hình	NEG	2
chất lượng sản phẩm kém đặt cỡ s gửi m positive	NEG	1
chất lượng sản phẩm tuyệt vời chủ cửa hàng nhiệt tình positive positive positive	POS	5
chất lượng sản phẩm rất kém hàng không như mau hàng nhay positive	NEG	1
kiểu thì như hình chụp	NEU	3
vải dày dặn mà vẫn mềm co dãn mạnh nên mặc khá thoải mái positive positive positive	POS	4
áo đẹp form đẹp vải mát nhẹ nhàng tiểu thư ưng lắm positive positive positive	POS	5
hỏi cửa hàng thì bảo tại sao bạn mua hàng không vừa mà cửa hàng phải chịu phí vc	NEG	1
thanhks	POS	4
áo nhỏ quá mút mỏng nữa đúng là tiền nào của nấy nagative positive	NEG	2
thời gian giao hàng rất nhanh so với giá tiền thì chất ok cám ơn cửa hàng positive positive	POS	5
mình đặt kẻ trắng cửa hàng lại giao kẻ đen	NEU	3
chất lượng sản phẩm tuyệt vời rất đáng tiền cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh positive positive positive	POS	5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền thời gian giao hàng rất nhanh positive positive positive positive	POS	5
hàng ok nhanh positive	POS	4
nhẹ mềm positive	POS	4
dép đẹp positive	POS	4
hàng bình thường	NEU	3
chất liệu bình thường huong mặc không vừa form người mặc dù dúng cỡ	NEG	2
giao không đúng mầu lại còn bị rách sau lưng nữa chứ không đáng tiền nagative nagative	NEG	1
chất nóng lắm cửa hàng ơi	NEG	2
áo chất thun gân dệt mỏng mềm và khá co giãn positive	POS	4
bán áo kiểu gì mà giống y chang ảnh mẫu vậy ạ	NEU	3
vải hơi mỏng nhưng sản phẩm mặc cũng rất tốt nagative positive	POS	4
hàng ok mỗi tội đề cỡ notpos  vì giá rẻ nên mình không đổi hàng positive	POS	4
nói xong rồi im 3 ngày luôn 1star không oan uổng nhé bạn nagative	NEG	1
notpos  về chất lượng sản phẩm không hề giống như hình positive	NEG	1
màu hơi tối so với ảnh	NEG	2
chất vải khá ok positive	POS	4
cửa hàng tư vấn nhiệt tình và dễ thương positive positive	POS	5
cảm ơn cửa hàng sẽ tin tưởng và ủng hộ tiếp positive positive	POS	4
đóng gói sản phẩm rất đẹp và chắc chắn positive positive	POS	4
thái độ notpos chấp nhận 	NEG	1
đáng 100k chất ok có dây đai điều chỉnh positive	POS	4
chất len đẹp form mặc rất đẹp positive positive	POS	5
cửa hàng phục vụ ok positive	POS	4
giày xinh cực luôn positive positive positive positive	POS	4
mặc nóng	NEG	2
đóng gói chắc chắn positive	POS	4
chất mỏng thích hợp mặc trong váy vào mùa hè nagative positive	NEU	3
gom quần nhỏ hơn bình thường	NEG	2
chất vải voan lụa chứ không phải vải lụa	NEG	2
cửa hàng tư vấn rất nhiệt tình positive	POS	4
sản phảma như hình	NEU	3
ưng quá cửa hàng positive positive positive positive rất đáng tiền positive	POS	5
hàng y hình mặc thích nhưng do không đòi hỏi màu nên cửa hàng giao hàng cho ba màu màu mè nhất positive	POS	4
chất lượng sản phẩm rất kém positive	NEG	1
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh positive positive positive positive positive	POS	5
chất lượng sản phẩm tuyệt vời vai đẹp dang quan mac thoai mai minh rat thich cam on chu cửa hàng positive positive positive	POS	5
mỏng tiền nào của đó nagative	NEG	2
đặt 1 bộ khăn mà đưa 3 cái ba màu dao cắt bánh mì thì dơ và như dùng qua rồi nagative	NEG	1
gửi nham hình rui tuy nhiên mac vãn đẹp positive	POS	4
positive positive positive positive positive	POS	5
đóng gói sản phẩm rất đẹp và chắc chắn cám ơn cửa hàng positive positive positive	POS	5
giày đẹp lắm ạ đi vừa chân êm chân nữa positive	POS	4
rất đáng tiền nhưng áo hơi chât chút	POS	4
hàng đẹp nhưng bị rộng positive nagative	NEU	3
chất lượng sản phẩm tuyệt vời ngoài sức mong đợi sẽ ủng hộ cửa hàng thêm positive positive	POS	5
phù hợp với giá tiền positive	POS	4
khăn notpos  kích thước sản phẩm ghi 40 × 62 nhưng thực tế xhir 40 × 57	NEG	2
mất t mua bực vào người	NEG	1
tuy vậy áo chất đẹp so với giá tiền thì điểm 10 chất lượng positive  positive  positive positive	POS	5
chất khá ổn nhưng cửa hàng gửi sai mẫu positive nagative	NEG	2
áo xinh thật sự positive	POS	4
hàng chất lượng lắm nhé positive	POS	4
tuyệt positive	POS	5
áo len ổn notpos quá  nhưng giá vậy thì ok áo bra thì notpos  trông notpos  như hình mút mỏng dính chủ yếu mình mua thêm để được tươi ip thôi positive positive positive positive	POS	4
không giống hình vải xấu nagative	NEG	1
lần thứ hai mua hàng cang c thấy hai long hơn áo đẹp lắm cửa hàng positive positive	POS	5
áo giặt bị ra màu nói chung là không như ý nagative	NEG	2
đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền thời gian giao hàng rất nhanh sẽ còn ủng hộ cửa hàng dài dài positive positive	POS	5
vai đẹp positive	POS	4
sản phẩm dùng th gì k mướt mềm ưng lắm b ak positive	POS	5
đóng gói sản phẩm rất đẹp và quần đẹp positive positive	POS	4
sản phẩm đẹp positive	POS	4
rất đáng tiền	POS	5
vải oke	POS	4
chất vải notpos   lắm vì tiền nào của nấy mà	NEG	2
cửa hàng phục vụ rất tốt positive	POS	4
rất xinh lại còn đủ cỡ positive	POS	5
chất mềm mịn dãy dặn quá ok mà e có 1m53 mà quần bị hõn á cửa hàng ơi mà chất xinh quá lần sau nhất định sẽ ủng hộ tặng cửa hàng 5star positive positive positive nagative positive	POS	5
thực phẩm ít lắm	NEU	3
áo rất đẹp positive	POS	5
áo rất đẹp luôn rẻ nữa vải hơi mỏng xíu th nhưng mặc nhìn mềm mại notnag  cứng người positive positive  positive nagative	POS	4
thời gian giao hàng rất nhanh nhưng túi lọc rác máy giặt thì chẳng thấy lọc được cái gì cả notpos thấy  như cửa hàng giới thiệu positive	NEG	2
cực cực cực cực tuyệt vời luôn positive	POS	5
mua lầm đây là đồ chơi của trẻ con nagative	NEU	3
sẽ ủng hộ cửa hàng nhiều	POS	5
vải mịn mềm mát positive	POS	4
chủ cửa hàng nhiệt tình lắm ạ positive	POS	4
hàng vn chất lượng cao positive	POS	5
nhưng nói chung là sản phẩm tốt positive	POS	4
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh positive positive positive positive positive	POS	5
sản phẩm tốt mình hài lòng tuy nhiên đóng góp notpos  lắm cải thiện việc đóng gói nữa là ok positive  positive positive positive positive	NEU	3
áo rất tuyệt vời positive	POS	5
thời gian giao hàng hơi lâu nagative	NEG	2
mút lót dày dặn hơn áo cùng loại	POS	4
cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt positive positive	POS	5
quý chủ cửa hàng ghê áo s yêu đẹp nhé nagative positive positive	POS	5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn positive positive positive positive	POS	5
s yêu đẹp positive positive	POS	5
cửa hàng bán áo chất lượng như này positive ai mà có hứng thú đi mua nơi khác nữa chứ positive	POS	4
vải khá mỏng nagative	NEU	3
áo rất ngắn nagative	POS	4
chán thất vọng nagative nagative	NEG	1
hàng quá tệ quần bị rách không bao giờ tin được cửa hàng này không hiểu kiểm tra hàng trc khi giao cho khách cái kiểu gì nagative nagative nagative positive	NEG	1
chất liệu vải nóng dưới 30 coton nhận hàng cảm thấy thất vọng nagative nagative	NEG	2
chị tư vấn nhiệt tình lại còn chu đáo positive positive	POS	5
vải thi mỏng nhão đường chi thi thưa áo may cái to cái nhỏ mua 4 cái mà mặc đươc 2 cái hai cái con lại thì nhỏ xíu notpos  cỡ s nagative nagative nagative nagative nagative positive	NEG	1
kcn này xài ok lắm positive	POS	4
cửa hàng uy tín chất lượng anh ad rất nhiệt tình positive positive positive	POS	5
không thể chấp nhận được positive	NEG	1
cám ơn cửa hàng positive	POS	4
tại hơi còi nên mặc hơi rộng xíu thôi	NEU	3
sản phẩm ok positive	POS	4
chất lượng sản phẩm tuyệt vời rất đáng tiền vải đẹp mấy bạn 62 không đổ xuống mặc vẫn vừa mà còn rất tôn dáng nữa lúc đầu mua cho bạn sợ mặc không vừa ai ngờ vừa không tưởng mà còn đẹp thích lắm positive positive positive positive positive	POS	4
quần mềm lên dáng đẹp đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh positive positive positive positive positive	POS	4
mặc mát	POS	4
rat hai long	POS	5
quần sọc fresz mà quá chật khánh về mà không mặc vừa luôn ý có 43 không thôi nagative	NEG	2
chất ok positive	POS	4
thời gian giao hàng rất nhanh hợp gía tiền	POS	4
màu son lên nhỉnh hơn với 08 thôi so bảng màu hình đăng cuối sản phẩm của cửa hàng	NEU	3
chất đẹp positive	POS	4
chất tạm được phom nhỏ positive	NEG	2
cửa hàng tư vấn nhiệt tình positive	POS	4
giao hàng hơi lâu nagative	NEG	2
màu cũng đẹp positive	POS	4
đã dùng diệt kiến cảm thấy hiệu quả positive	POS	4
hàng đẹp những vẫn thiếu nhiều positive nagative	NEU	3
đẹp positive chất lượng sản phẩm tuyệt vời positive positive positive	POS	5
chập chờn	NEG	1
hàng đẹp dã man chị trang ạ positive nagative	POS	5
kha ưng	POS	4
đóng gói sản phẩm rất đẹp và chắc chắn positive positive	POS	4
đã mua lần thứ 2 positive	POS	4
cửa hàng bán hàng chính hãng lực hút mạnh positive	NEU	3
bỏ vô xài 4g vi vu luôn	POS	4
hàng chỉ giống mỗi màu	NEU	3
nhưng chất vải rất dày dặn cần nặng tay	NEU	3
nhắn tin thì cửa hàng không trả lời	NEG	2
sản phẩm được positive	POS	4
cám ơn cửa hàng có tâm chất lượng sản phẩm tuyệt vời positive positive positive	POS	5
chất lượng sản phẩm kém đóng gói sản phẩm rất kém cửa hàng phục vụ tạm được giá cả chấp nhận được thời gian giao hàng rất nhanh positive positive positive	NEG	2
mua áo dáng ngắn thì thành váy luôn nagative	NEU	3
notpos sử dụng  muốn trả hàng	NEG	1
chất ok hợp với giâ tiền lắm 43 không mặc vừa in giao hàng rất nhanh quần xinh lắm ạ positive positive	POS	4
ai mua nên cân nhắc hơn	NEU	3
